Predator 	2406	640	3601	1004	1281	3885	The Finest Hours 	Mr. Nice Guy 	Blood Work 	Mean Streets 	Porky's 
Amadeus 	2407	534	2705	1182	2479	3147	Now You See Me 	Dark Blue 	Man on a Ledge 	Hoodwinked! 	Wrong Turn 
Prom Night 	2408	2522	878	1476	1504	3236	Shanghai Surprise 	Chain Reaction 	Hot Pursuit 	Lion of the Desert 	The Good Guy 
Mean Girls 	2409	2289	1296	1565	10	2384	Burnt 	Life or Something Like It 	Bogus 	Batman v Superman: Dawn of Justice 	Indignation 
Under the Tuscan Sun 	2410	1940	5021	3456	592	4906	The Gambler 	The Puffy Chair 	Persepolis 	S.W.A.T. 	Malevolence 
Gosford Park 	2411	2731	4054	990	3317	1586	Funny Games 	Bowling for Columbine 	The Beach 	Heist 	Big Daddy 
The O.C.             	2412	971	2455	3973	3757	4312	The Book of Life 	Mao's Last Dancer 	Down for Life 	Digimon: The Movie 	Sherrybaby 
Peggy Sue Got Married 	2413	4267	4852	2866	39	2447	Amores Perros 	Chasing Amy 	Room 	The Amazing Spider-Man 2 	Dragonslayer 
Birdman or (The Unexpected Virtue of Ignorance) 	2414	3932	4917	4938	793	1959	The Barbarians 	Yesterday Was a Lie 	Antarctic Edge: 70° South 	Event Horizon 	The Box 
Blue Jasmine 	2415	3381	563	333	2707	5031	New in Town 	Minions 	Sex and the City 2 	Whatever It Takes 	"Sanctuary	 Quite a Conundrum "
United 93 	2416	1070	3750	4933	3828	804	Liar Liar 	No Escape 	The Horse Boy 	Let's Kill Ward's Wife 	Edtv 
Honey 	2417	1922	1776	1307	4295	2083	Jeepers Creepers II 	Pride & Prejudice 	Soul Men 	Subway 	The Santa Clause 
Glory 	2418	2381	4853	489	2114	2234	Won't Back Down 	Lovely & Amazing 	Evolution 	Darling Lili 	The Covenant 
Spy Hard 	2419	4359	4007	3304	2575	2954	Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb 	Trollhunter 	The Ice Pirates 	Meteor 	The Upside of Anger 
The Fog 	2420	4447	3552	1402	3499	1119	#Horror 	Perrier's Bounty 	Lethal Weapon 3 	Beyond the Lights 	Aliens in the Attic 
Soul Surfer 	2421	977	2393	3109	194	1899	The Replacements 	Big 	Recess: School's Out 	The Adventures of Tintin 	A Madea Christmas 
Catch-22 	2422	2143	2251	1372	1658	3175	The Bachelor             	School for Scoundrels 	Nim's Island 	Hanna 	American History X 
Observe and Report 	2423	3653	908	1344	3609	3250	Song One 	Grindhouse 	The Grandmaster 	Bernie 	Of Horses and Men 
Conan the Destroyer 	2424	2361	1525	4386	3423	3255	Thir13en Ghosts 	Exit Wounds 	Yes 	Akira 	The Good, the Bad, the Weird 
Raging Bull 	2425	1699	2650	3822	3605	4868	The New World 	Clash of the Titans 	The Awakening 	Sliding Doors 	The Canyons 
Love Happens 	2426	2372	4185	3528	204	3048	The Crazies 	Escape from the Planet of the Apes 	Gerry 	Godzilla Resurgence 	Barry Lyndon 
Young Sherlock Holmes 	2427	639	3256	3645	3033	2709	The Insider 	Nurse 3D 	Men of War 	Drive Hard 	The Importance of Being Earnest 
Fame 	2428	885	500	550	4979	373	Imagine That 	Babe: Pig in the City 	Monster House 	Happy Christmas 	A.I. Artificial Intelligence 
127 Hours 	2429	3249	1715	1018	1284	4323	Adam Resurrected 	Dead Man Down 	Dream House 	The Magic Sword: Quest for Camelot 	To Be Frank, Sinatra at 100 
Small Time Crooks 	2430	3249	597	998	2790	1101	Adam Resurrected 	Alvin and the Chipmunks: The Squeakquel 	Murder by Numbers 	Our Family Wedding 	The Hitchhiker's Guide to the Galaxy 
Center Stage 	2431	2048	3640	3204	4149	547	Zombieland 	Lucky Break 	Gun Shy 	Freakonomics 	Killers 
Love the Coopers 	2432	4392	4447	466	4447	1492	N-Secure 	#Horror 	Space Jam 	#Horror 	Sabotage 
Catch That Kid 	2433	3447	3054	1713	2799	1651	Extract 	Woman in Gold 	Glory 	Bobby 	Stranger Than Fiction 
Life as a House 	2434	1561	1631	307	600	4135	Laws of Attraction 	Star Trek V: The Final Frontier 	Blood Diamond 	Star Trek: Insurrection 	Point Blank 
Steve Jobs 	2435	1610	558	1839	657	3179	The Prince of Tides 	Soldier 	Ever After: A Cinderella Story 	The Santa Clause 2 	The Straight Story 
I Love You, Beth Cooper 	2436	1775	2185	1220	1535	2846	Alexander and the Terrible, Horrible, No Good, Very Bad Day 	The Jungle Book 2 	Unbroken 	Pushing Tin 	The New Guy 
Youth in Revolt 	2437	2793	1475	2701	2608	4762	Thinner 	Premium Rush 	Raise Your Voice 	Twins 	Good Kill 
The Legend of the Lone Ranger 	2438	4453	3975	3602	4084	1308	The Dog Lover 	Four Lions 	A Mighty Wind 	Phantasm II 	Raise the Titanic 
The Tailor of Panama 	2439	174	2017	2898	3865	11	The Twilight Saga: Breaking Dawn - Part 2 	On the Road 	True Romance 	After.Life 	Superman Returns 
Blow Out 	2440	1338	2970	1865	3075	2113	Red Cliff 	Das Boot 	The Constant Gardener 	Kabhi Alvida Naa Kehna 	Megiddo: The Omega Code 2 
Getaway 	2441	1860	2048	309	2444	1739	Snow White: A Tale of Terror 	Zombieland 	Batman Forever 	Troop Beverly Hills 	Frost/Nixon 
The Ice Storm 	2442	4913	4007	3324	2639	3476	Good Dick 	Trollhunter 	Ultramarines: A Warhammer 40,000 Movie 	Aloha 	The Great Gatsby 
And So It Goes 	2443	3930	2718	30	2278	1388	Mirrormask 	The In Crowd 	Skyfall 	The Weather Man 	A Man Apart 
Troop Beverly Hills 	2444	1632	4465	1531	2818	2174	Like Mike 	Eddie: The Sleepwalking Cannibal 	The Watcher 	Flipped 	12 Years a Slave 
Being Julia 	2445	3852	306	310	1144	234	Salvador 	End of Days 	Starship Troopers 	Heaven's Gate 	Knight and Day 
9½ Weeks 	2446	4795	2895	2303	4245	217	Monty Python and the Holy Grail 	Quest for Fire 	Perception             	Containment 	Batman & Robin 
Dragonslayer 	2447	4051	3760	3651	171	2001	The Original Kings of Comedy 	Robin and Marian 	Videodrome 	Captain America: The First Avenger 	Cirque du Soleil: Worlds Away 
The Last Station 	2448	2639	4559	1788	2158	2309	Aloha 	Martha Marcy May Marlene 	Our Brand Is Crisis 	The Silence of the Lambs 	Little Boy 
Ed Wood 	2449	506	1083	1484	2854	2104	Pompeii 	Monster-in-Law 	Flight of the Intruder 	Harriet the Spy 	Jay and Silent Bob Strike Back 
Labor Day 	2450	1584	1255	2043	559	2603	Get Shorty 	The Guilt Trip 	Meet the Deedles 	Carriers 	Tootsie 
Mongol: The Rise of Genghis Khan 	2451	464	5029	1619	832	4977	Flubber 	The Cure 	Forgetting Sarah Marshall 	Captain Corelli's Mandolin 	Super Size Me 
RocknRolla 	2452	2987	267	506	2204	2783	Last Orders 	Speed 2: Cruise Control 	Pompeii 	Babel 	Poetic Justice 
Megaforce 	2453	2977	1037	1240	2485	2135	Cadillac Records 	Pirate Radio 	Secret Window 	The Others 	Teenage Mutant Ninja Turtles III 
Hamlet 	2454	2812	3526	4625	1514	4137	Wild Grass 	Hesher 	Truth or Die 	The Fountain 	Enter the Dangerous Mind 
Mao's Last Dancer 	2455	1891	4771	1984	4296	2845	No Strings Attached 	The King of Najayo 	The Possession 	House of D 	10 Things I Hate About You 
Midnight Special 	2456	1652	58	330	3907	4619	30 Days of Night 	WALL·E 	Black Hawk Down 	Scoop 	Snow White: A Deadly Summer 
Anything Else 	2457	2461	3214	1454	3592	4575	Restoration 	My Blueberry Nights 	Mirrors 	The Usual Suspects 	All the Real Girls 
The Railway Man 	2458	1413	3129	1295	2870	3622	Trainwreck 	Pete's Dragon 	Fantastic Mr. Fox 	Del 1 - Män som hatar kvinnor             	Simply Irresistible 
Unforgettable             	2459	4461	3453	492	2996	4867	The Celebration 	Albert Nobbs 	Thirteen Days 	Married Life 	The Motel 
The White Ribbon 	2460	1758	543	908	4620	2763	Miracle 	Life             	Grindhouse 	Hidden Away 	Fatal Attraction 
Restoration 	2461	1214	2269	687	4463	2182	Vantage Point 	Armored 	Lucky Numbers 	Journey from the Fall 	Date Movie 
The Wraith 	2462	1233	3856	729	3826	4675	The Prestige 	Character 	Cheaper by the Dozen 2 	Lady in White 	Iraq for Sale: The War Profiteers 
The Salton Sea 	2463	1860	4651	3856	3423	131	Snow White: A Tale of Terror 	Elza 	Character 	Akira 	Bolt 
Metallica Through the Never 	2464	4726	1969	4180	275	5006	Open Water 	Angela's Ashes 	A Haunted House 	Kingdom of Heaven 	Her Cry: La Llorona Investigation 
The Informers 	2465	2849	3143	2869	2806	1970	The Butterfly Effect 	The Perfect Man 	Dick 	Catch a Fire 	Draft Day 
Carlos             	2466	3953	2101	211	45	2898	Futuro Beach 	Saving Silverman 	Fast Five 	Furious 7 	True Romance 
I Come with the Rain 	2467	3140	1351	4867	2417	3018	Skyline 	Paul Blart: Mall Cop 2 	The Motel 	Honey 	Dancin' It's On 
One Man's Hero 	2468	3681	1714	4031	1601	2240	Harvard Man 	Once Upon a Time in America 	Day One 	District 9 	Vampires 
Day of the Dead 	2469	3166	3990	4961	2940	4326	Body Double 	Creepshow 2 	Penitentiary 	The Eye 	Rockaway 
I Am Wrath 	2470	2950	2403	3998	1553	2548	Prophecy 	Austin Powers: International Man of Mystery 	She's the One 	Alive 	The Texas Chainsaw Massacre: The Beginning 
Renaissance 	2471	1818	3877	5006	1137	4070	The Honeymooners             	Paa 	Her Cry: La Llorona Investigation 	Argo 	Jason Goes to Hell: The Final Friday 
Forsaken 	2472	3410	4170	1173	1799	2371	Down in the Valley 	Ida 	The Interview 	A Passage to India 	Thomas and the Magic Railroad 
Red Sonja 	2473	2594	3207	3597	4428	1552	Lilyhammer             	Dekalog             	Best in Show 	Stolen Summer 	Source Code 
Red Lights 	2474	4171	442	3578	3261	4446	Maurice 	Over the Hedge 	The Return of the Living Dead 	American Heist 	Jack Reacher 
Superbad 	2475	3858	891	4755	2266	1785	Life During Wartime 	Eye See You 	Monsters 	The Greatest Story Ever Told 	The Spy Next Door 
Madea Goes to Jail 	2476	4477	4541	4792	5036	295	C.H.U.D. 	Cry_Wolf 	Blue Ruin 	The Mongol King 	Eraser 
Wolves 	2477	2959	3977	1579	753	2662	Nebraska 	Defendor 	Hearts in Atlantis 	The Jackal 	Book of Shadows: Blair Witch 2 
Step Up 2: The Streets 	2478	2530	2443	4199	3864	1011	The Apparition 	And So It Goes 	Religulous 	Lilya 4-Ever 	The Life of David Gale 
Hoodwinked! 	2479	928	421	2307	4864	3345	The Adjustment Bureau 	Collateral Damage 	Strange Wilderness 	Like Crazy 	Footloose 
Hotel Rwanda 	2480	1280	3316	3101	1812	4986	The Reaping 	Opal Dream 	The Longest Day 	Lucky Number Slevin 	Gabriela 
Hitman 	2481	1059	4591	4563	4985	1926	Riding in Cars with Boys 	A Lego Brickumentary 	Two Girls and a Guy 	The Dirties 	She's the Man 
Black Nativity 	2482	2574	468	4357	3963	153	The Cookout 	The Day the Earth Stood Still 	Nowhere Boy 	The Loved Ones 	Beowulf 
The Prince 	2483	3712	4880	2499	4749	1645	Paranormal Activity: The Marked Ones 	UnDivided 	TRON: Legacy 	Johnny Suede 	Southpaw 
City of Ghosts 	2484	3277	4576	4021	1425	2134	Alien 	Dream with the Fishes 	Dawn Patrol 	Radio 	Death at a Funeral 
The Others 	2485	3018	2958	4234	4405	4365	Dancin' It's On 	My Baby's Daddy 	Eden 	Kids 	Vaalu 
Aliens 	2486	4264	2834	719	2547	2425	Smoke Signals 	Justin Bieber: Never Say Never 	The Truman Show 	Moonrise Kingdom 	Raging Bull 
My Fair Lady 	2487	4258	3506	2242	4238	285	Silent House 	Split Second 	Psycho 	The Best Years of Our Lives 	Harry Potter and the Chamber of Secrets 
I Know What You Did Last Summer 	2488	4319	3027	4533	588	3757	Freeze Frame 	Trash 	Tom Jones 	Inglourious Basterds 	Digimon: The Movie 
Let's Be Cops 	2489	2055	4239	3882	4143	1680	The Ides of March 	Bully 	Love and Death on Long Island 	Barry Munday 	The Five-Year Engagement 
Sideways 	2490	4732	4438	1562	5019	3908	Wordplay 	Housebound 	Bringing Out the Dead 	Exeter 	Planet of the Apes 
Beerfest 	2491	4202	1733	4819	2050	2329	Dodgeball: A True Underdog Story 	Sausage Party 	Revolution             	The Waterboy 	Equilibrium 
Halloween 	2492	2628	3070	3025	1746	728	Big Fat Liar 	Brighton Rock 	Dirty Grandpa 	The Jacket 	Days of Thunder 
Hero 	2493	1652	1682	509	3506	4055	30 Days of Night 	The Next Three Days 	The Lion King 	Split Second 	Coming Home 
Good Boy! 	2494	500	709	1992	4754	3244	Babe: Pig in the City 	300 	Say It Isn't So 	The Slaughter Rule 	Eulogy 
The Best Man Holiday 	2495	1282	970	1144	2249	2434	Renaissance Man 	13 Hours 	Heaven's Gate 	Reign Over Me 	Life as a House 
Smokin' Aces 	2496	793	1412	2774	769	3411	Event Horizon 	21 	The Spy Who Loved Me 	Reign of Fire 	Brooklyn Rules 
Saw 3D: The Final Chapter 	2497	2806	1299	2878	1074	495	Catch a Fire 	New York Minute 	Admission 	Taken 2 	Battlefield Earth 
40 Days and 40 Nights 	2498	1807	2575	4820	1140	1188	The Blues Brothers 	Meteor 	Rotor DR1 	Sleepers 	Back to the Future Part II 
TRON: Legacy 	2499	444	917	4769	1817	4970	Charlotte's Web 	The Thin Red Line 	Crossroads 	The Duchess 	The Past is a Grotesque Animal 
A Night at the Roxbury 	2500	1719	1246	1850	191	2156	Miss Potter 	The Rainmaker 	Clockstoppers 	Puss in Boots 	Beverly Hills Cop II 
Beastly 	2501	2990	3238	1249	247	1415	Ravenous 	Free Style 	Medicine Man 	Dante's Peak 	The English Patient 
The Hills Have Eyes 	2502	4087	4903	4850	2574	1131	Deadline Gallipoli             	The Business of Fancydancing 	Some Guy Who Kills People 	The Cookout 	Big Trouble 
Dickie Roberts: Former Child Star 	2503	723	3539	1503	3454	3802	Cats & Dogs 	Alpha and Omega 4: The Legend of the Saw Toothed Cave 	Femme Fatale 	Black November 	Sleep Tight 
McFarland, USA 	2504	815	3140	1504	1391	320	Goosebumps 	Skyline 	Lion of the Desert 	Snow Falling on Cedars 	In the Heart of the Sea 
Lottery Ticket 	2505	63	1735	1455	1192	2385	The Legend of Tarzan 	Walk the Line 	Queen of the Damned 	A Time to Kill 	The Amityville Horror 
ATL 	2506	2638	4501	1758	4746	2791	End of Watch 	Down and Out with the Dolls 	Miracle 	Deceptive Practice: The Mysteries and Mentors of Ricky Jay 	Dead Man on Campus 
Pitch Perfect 	2507	555	1879	1876	400	1990	Hostage 	Freddy vs. Jason 	The Fifth Estate 	Ocean's Eleven 	Sheena 
Summer Catch 	2508	824	199	4806	2355	1891	Resident Evil: Afterlife 	Harry Potter and the Deathly Hallows: Part II 	My Beautiful Laundrette 	The Baader Meinhof Complex 	No Strings Attached 
A Simple Plan 	2509	3952	1788	710	3357	1173	The Last Time I Committed Suicide 	Our Brand Is Crisis 	Meet the Fockers 	Nightcrawler 	The Interview 
They 	2510	2285	459	4472	3347	714	Mrs Henderson Presents 	Daredevil             	The 41-Year-Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It 	Limbo 	Chicken Little 
Larry the Cable Guy: Health Inspector 	2511	540	1584	3595	965	2954	Charlie Wilson's War 	Get Shorty 	The Wrestler 	Don't Say a Word 	The Upside of Anger 
The Adventures of Elmo in Grouchland 	2512	1785	2142	4476	974	3439	The Spy Next Door 	The Rage: Carrie 2 	The Lost Weekend 	G.I. Jane 	Hostel: Part II 
Brooklyn's Finest 	2513	2473	4081	781	1876	4691	Red Sonja 	Phat Girlz 	Edge of Darkness 	The Fifth Estate 	L.I.E. 
55 Days at Peking 	2514	2139	107	329	2387	3889	For Colored Girls 	Shrek the Third 	The Stepford Wives 	Land of the Dead 	Annie Hall 
Evil Dead 	2515	2257	1002	2661	2543	3430	Fired Up             	The Host 	All About Steve 	Road Trip 	Swimming Pool 
My Life in Ruins 	2516	2464	3327	4080	4906	3320	Metallica Through the Never 	Polisse 	Red River 	Malevolence 	Red Riding: In the Year of Our Lord 1974 
American Dreamz 	2517	2712	3151	418	4944	2306	In Bruges 	Reno 911!: Miami 	The Fast and the Furious: Tokyo Drift 	Sound of My Voice 	Willard 
Superman IV: The Quest for Peace 	2518	4105	2893	2531	466	2366	Oldboy 	The Crocodile Hunter: Collision Course 	My Girl 	Space Jam 	Fight Valley 
How She Move 	2519	1736	1079	4461	1453	3057	12 Monkeys             	The Pelican Brief 	The Celebration 	J. Edgar 	Slackers 
Running Scared 	2520	1158	2011	1546	600	2080	Boomerang 	The Counselor 	This Is the End 	Star Trek: Insurrection 	The Water Diviner 
Bobby Jones: Stroke of Genius 	2521	2705	4906	4124	2907	1082	Dark Blue 	Malevolence 	The Divide 	Dancer in the Dark 	Patriot Games 
Shanghai Surprise 	2522	2083	3945	3847	1232	2092	The Santa Clause 	An Everlasting Piece 	Secrets and Lies             	Unknown 	Son of God 
The Illusionist 	2523	3911	2020	4218	2838	2573	The Cooler 	Point Break 	Bathing Beauty 	Save the Last Dance 	The Thirteenth Floor 
Roar 	2524	272	3752	617	465	678	Ali 	Solomon and Sheba 	Rock of Ages 	The Haunting 	Resident Evil: Retribution 
Veronica Guerin 	2525	2265	2965	79	2661	1004	Capitalism: A Love Story 	Living Out Loud 	The Jungle Book 	All About Steve 	Blood Work 
Escobar: Paradise Lost 	2526	2859	1870	4766	2635	4101	Being John Malkovich 	W. 	Girls Gone Dead 	What's Love Got to Do with It 	Tsotsi 
Southland Tales 	2527	3535	2182	4303	725	1765	The Boondock Saints 	Date Movie 	Stonewall 	Two Weeks Notice 	For Your Eyes Only 
Dragon Hunters 	2528	188	2904	3682	2101	1381	Home 	The Prisoner of Zenda 	Le Havre 	Saving Silverman 	We're the Millers 
Damnation Alley 	2529	4993	2443	2737	3443	1321	The Signal 	And So It Goes 	The Assassin 	Narc 	The Hunting Party 
The Apparition 	2530	1060	914	1403	832	1043	First Blood 	Mamma Mia! 	The Blind Side 	Captain Corelli's Mandolin 	Panic Room 
My Girl 	2531	3083	678	3954	4032	4730	There Goes My Baby 	Resident Evil: Retribution 	Another Happy Day 	The Dead Girl 	The Station Agent 
Fur: An Imaginary Portrait of Diane Arbus 	2532	3854	1517	614	2528	2491	Donnie Darko 	Ponyo 	Doom 	Dragon Hunters 	Beerfest 
The Illusionist 	2533	201	969	4606	3468	3661	Megamind 	Syriana 	In Her Line of Fire 	500 Days of Summer 	The Inbetweeners             
Wall Street 	2534	1563	426	2846	3838	351	Repo Men 	Nutty Professor II: The Klumps 	The New Guy 	Treading Water 	Percy Jackson & the Olympians: The Lightning Thief 
Sense and Sensibility 	2535	3743	3533	1309	3167	4629	Lone Star 	Ca$h 	Universal Soldier: The Return 	MacGruber 	Zombie Hunter 
Becoming Jane 	2536	3273	2938	4121	1146	1986	Kites 	One Hour Photo 	Fort McCoy 	Victor Frankenstein 	Straw Dogs 
Sydney White 	2537	2081	162	2732	450	5030	Ghost 	How to Train Your Dragon 2 	Listening 	Get Smart 	On the Downlow 
House of Sand and Fog 	2538	1085	3159	4129	4470	1130	Training Day 	End of the Spear 	The Deported 	The Hebrew Hammer 	Bangkok Dangerous 
Dead Poets Society 	2539	2801	609	2247	3607	2273	Fun Size 	The Siege 	Ladyhawke 	The Last King of Scotland 	Envy 
Dumb & Dumber 	2540	4460	710	364	1252	4265	The Streets of San Francisco             	Meet the Fockers 	The Girl with the Dragon Tattoo 	Autumn in New York 	American Splendor 
When Harry Met Sally... 	2541	5025	4012	4993	1310	3644	Pink Flamingos 	The Masked Saint 	The Signal 	Pandorum 	11:14 
The Verdict 	2542	1681	4018	558	1946	3641	Mr 3000 	Time to Choose 	Soldier 	Don Juan DeMarco 	Julia 
Road Trip 	2543	82	394	1569	4226	50	Maleficent 	Twister 	The Good German 	The French Connection 	The Great Gatsby 
Varsity Blues 	2544	3676	3381	264	668	2717	Galaxina 	New in Town 	Allegiant 	World Trade Center 	Whatever Works 
The Artist 	2545	4100	4544	3659	3287	2169	Frances Ha 	Transamerica 	The Protector 	Sicko 	Wicker Park 
The Unborn 	2546	2998	4970	4806	3509	321	Ondine 	The Past is a Grotesque Animal 	My Beautiful Laundrette 	Dark Angel             	The Adventures of Pluto Nash 
Moonrise Kingdom 	2547	2836	1094	2657	1434	108	RoboCop 	Love Actually 	When the Game Stands Tall 	The Benchwarmers 	Warcraft 
The Texas Chainsaw Massacre: The Beginning 	2548	3995	2412	2962	3061	2059	Frenzy 	The O.C.             	Young Adult 	The Guru 	Eddie the Eagle 
The Young Messiah 	2549	544	2470	2337	3217	946	Be Cool 	I Am Wrath 	Rapa Nui 	War, Inc. 	Inside Man 
The Master of Disguise 	2550	2308	633	4019	2982	709	Topsy-Turvy 	Despicable Me 	In the Name of the King: The Last Job 	Running with Scissors 	300 
Pan's Labyrinth 	2551	3024	2571	4997	504	2514	Star Wars: Episode IV - A New Hope 	My Stepmother Is an Alien 	George Washington 	Oceans 	55 Days at Peking 
The Messengers             	2552	1167	3390	1463	2678	4838	Red Riding Hood 	The Inkwell 	Heist 	The November Man 	Nothing But a Man 
See Spot Run 	2553	2508	121	4750	350	4024	Summer Catch 	Madagascar: Escape 2 Africa 	Finishing the Game: The Search for a New Bruce Lee 	Cutthroat Island 	March of the Penguins 
Baby Boy 	2554	179	951	1799	2047	764	The Revenant 	Failure to Launch 	A Passage to India 	Howl's Moving Castle 	Shooter 
The Roommate 	2555	2818	4437	2233	2684	2418	Flipped 	The Lords of Salem 	Alpha and Omega 	Freddy Got Fingered 	Glory 
Joe Dirt 	2556	3620	1330	2059	318	2311	Miss March 	The Time Traveler's Wife 	Eddie the Eagle 	Point Break 	A Scanner Darkly 
Double Impact 	2557	2549	703	558	354	2246	The Young Messiah 	The American President 	Soldier 	Unstoppable 	Under the Rainbow 
Hot Fuzz 	2558	1327	3741	3204	1300	4751	The Last Shot 	Shaun of the Dead 	Gun Shy 	Alfie 	Rubber 
The Women 	2559	1035	1427	2700	2824	1454	Outlander             	Neighbors 2: Sorority Rising 	Brazil 	Dekalog             	Mirrors 
Vicky Cristina Barcelona 	2560	2179	2684	2613	936	2267	Madea's Witness Protection 	Freddy Got Fingered 	Ben-Hur 	Super 8 	Secret in Their Eyes 
Arn: The Knight Templar 	2561	1470	3206	1295	4395	818	Valiant 	The Iceman 	Fantastic Mr. Fox 	The Bubble 	The Flintstones in Viva Rock Vegas 
Bad Moms 	2562	4452	206	3664	2113	787	Incident at Loch Ness 	Harry Potter and the Deathly Hallows: Part I 	Crossover 	Megiddo: The Omega Code 2 	The Legend of Bagger Vance 
Boys and Girls 	2563	4737	1155	3018	2931	1756	Groove 	Notting Hill 	Dancin' It's On 	Harold & Kumar Escape from Guantanamo Bay 	The Big Short 
White Oleander 	2564	3213	2609	3317	4917	3331	The Brothers Solomon 	Scream: The TV Series             	Heist 	Yesterday Was a Lie 	The Lost Boys 
Jennifer's Body 	2565	1942	2274	1615	2953	1416	Ice Princess 	Crank: High Voltage 	Looper 	Philomena 	L.A. Confidential 
Drowning Mona 	2566	419	3425	928	3466	3683	Arthur Christmas 	The Rocket: The Legend of Rocket Richard 	The Adjustment Bureau 	The Godfather 	Irreversible 
Radio Days 	2567	2911	4630	3231	2746	3474	Machete 	A Fine Step 	Blood Done Sign My Name 	All the Queen's Men 	Definitely, Maybe 
Left Behind 	2568	1379	3682	4177	1319	4533	John Q 	Le Havre 	Timber Falls 	Disturbia 	Tom Jones 
Remember Me 	2569	125	1802	4320	847	4948	Frozen 	Limitless             	Grave Encounters 	Casper 	Romantic Schemer 
How to Deal 	2570	4973	3394	4661	1101	4565	Pi 	Held Up 	Welcome to the Dollhouse 	The Hitchhiker's Guide to the Galaxy 	The Full Monty 
My Stepmother Is an Alien 	2571	1601	2637	4242	4815	3812	District 9 	Not Another Teen Movie 	[Rec] 	Censored Voices 	Dying of the Light 
Philadelphia 	2572	335	4969	4546	3503	1596	Ice Age: Continental Drift 	The Night Visitor 	Beyond the Valley of the Dolls 	Bride & Prejudice 	The Addams Family 
The Thirteenth Floor 	2573	2449	2441	4248	1055	3653	Ed Wood 	Getaway 	The Toxic Avenger Part II 	The Cable Guy 	Song One 
The Cookout 	2574	703	4550	3677	3805	3794	The American President 	Shine a Light 	The Chorus 	Farce of the Penguins 	Tycoon 
Meteor 	2575	301	4657	3369	2070	3568	Eragon 	American Hero 	Shutter 	Harley Davidson and the Marlboro Man 	The Work and the Glory II: American Zion 
Duets 	2576	3569	3617	3631	1535	4524	The East 	College 	The Wackness 	Pushing Tin 	The Dead Undead 
Hollywood Ending 	2577	3336	288	1946	1703	2991	Shipwrecked 	Terminator 2: Judgment Day 	Don Juan DeMarco 	The Last Stand 	Charlie Bartlett 
Detroit Rock City 	2578	4565	3409	5018	4073	106	The Full Monty 	Begin Again 	Flywheel 	Slow West 	Alice Through the Looking Glass 
Highlander 	2579	4946	1293	1513	1714	4532	The Blood of My Brother 	The Impossible 	The Age of Innocence 	Once Upon a Time in America 	The Fog 
Things We Lost in the Fire 	2580	3565	5035	91	3502	2429	Nowhere in Africa 	El Mariachi 	The Polar Express 	Outside Providence 	127 Hours 
Steel 	2581	2448	2044	295	829	170	The Last Station 	The Princess and the Cobbler 	Eraser 	DragonHeart 	Final Fantasy: The Spirits Within 
The Immigrant 	2582	3487	1690	4055	142	711	Devil's Due 	North Country 	Coming Home 	White House Down 	Marley & Me 
The White Countess 	2583	4195	3233	1920	1636	2733	Robot & Frank 	Elsa & Fred 	The Giver 	P.S. I Love You 	Felicia's Journey 
Trance 	2584	2508	1323	1527	2706	3309	Summer Catch 	The Warlords 	Thunder and the House of Magic 	A Mighty Heart 	The Wailing 
Soul Plane 	2585	2511	3582	1659	4712	882	Larry the Cable Guy: Health Inspector 	Platoon 	The Family             	Broken Vessels 	Æon Flux 
Welcome to the Sticks 	2586	1926	4017	4449	71	4182	She's the Man 	Batman: The Dark Knight Returns, Part 2 	Snow White and the Seven Dwarfs 	Wild Wild West 	Halloween II 
Good 	2587	361	1013	4927	3883	2856	The Departed 	Run All Night 	The Calling 	Night Watch 	No Good Deed 
Enter the Void 	2588	1208	149	4221	2985	4093	Eight Below 	Die Another Day 	Show Boat 	In the Cut 	Willy Wonka & the Chocolate Factory 
Vamps 	2589	3294	3221	977	4997	1566	Black Christmas 	Rosewater 	The Replacements 	George Washington 	The Incredible Burt Wonderstone 
Hachi: A Dog's Tale 	2590	2337	1805	2512	19	1647	Rapa Nui 	The Jungle Book 	The Adventures of Elmo in Grouchland 	Men in Black 3 	The Age of Adaline 
Zulu 	2591	356	1148	915	4913	4819	What Lies Beneath 	28 Days 	Valentine's Day 	Good Dick 	Revolution             
The Homesman 	2592	4717	4508	951	4703	197	Irreplaceable 	The Charge of the Light Brigade 	Failure to Launch 	After 	After Earth 
Juwanna Mann 	2593	3661	1027	1262	2282	4215	The Inbetweeners             	Beautiful Creatures 	Mickey Blue Eyes 	Let Me In 	The Rise of the Krays 
Lilyhammer             	2594	3745	2	1327	440	61	April Fool's Day 	Spectre 	The Last Shot 	The Hangover Part II 	A Christmas Carol 
Ararat 	2595	144	2500	3402	1379	415	Flushed Away 	A Night at the Roxbury 	Clay Pigeons 	John Q 	The Rundown 
Madison 	2596	908	637	2786	1326	4179	Grindhouse 	Mystery Men 	Exorcist II: The Heretic 	A Monster in Paris 	Fat, Sick & Nearly Dead 
Slow Burn 	2597	2441	988	1631	3763	4834	Getaway 	On Deadly Ground 	Star Trek V: The Final Frontier 	UHF 	3 Backyards 
Wasabi 	2598	105	4338	1133	647	2693	Poseidon 	Slacker Uprising 	The Returned             	The Last Legion 	The Muse 
Slither 	2599	3222	4579	4232	4957	370	The Chambermaid on the Titanic 	Palo Alto 	Impact Point 	Eraserhead 	Valkyrie 
